Visit Key,Customer Key,Resort Key,Visit Start Date,Visit End Date
17369,5072,2,2023-12-09,2023-12-11
17370,5073,7,2023-07-27,2023-07-27
17371,5073,7,2023-02-20,2023-02-20
17372,5073,7,2023-07-23,2023-07-23
17373,5073,7,2023-11-21,2023-11-21
17374,5073,7,2023-06-03,2023-06-03
17375,5073,7,2023-10-13,2023-10-13
17376,5073,7,2023-07-06,2023-07-06
17377,5073,7,2023-08-03,2023-08-03
17378,5073,7,2023-05-12,2023-05-12
17379,5073,7,2023-08-02,2023-08-02
17380,5073,7,2023-07-11,2023-07-11
17381,5073,7,2023-12-18,2023-12-18
17382,5073,7,2023-12-14,2023-12-14
17383,5073,7,2023-09-14,2023-09-14
17384,5074,4,2023-12-25,2023-12-26
17385,5074,4,2023-08-15,2023-08-17
17386,5075,5,2023-10-19,2023-10-21
17387,5075,5,2023-10-07,2023-10-08
17388,5076,1,2023-12-24,2023-12-27
17389,5077,5,2023-08-21,2023-08-27
17390,5078,5,2023-08-19,2023-08-20
17391,5078,5,2023-07-25,2023-07-26
17392,5079,5,2023-12-09,2023-12-09
17393,5079,5,2023-05-11,2023-05-11
17394,5079,5,2023-03-15,2023-03-15
17395,5079,5,2023-09-28,2023-09-28
17396,5079,5,2023-05-07,2023-05-07
17397,5079,5,2023-01-23,2023-01-23
17398,5079,5,2023-01-08,2023-01-08
17399,5080,8,2023-06-27,2023-06-28
17400,5080,8,2023-10-10,2023-10-12
17401,5080,8,2023-12-20,2023-12-22
17402,5081,5,2023-10-23,2023-10-25
17403,5081,6,2023-04-23,2023-04-25
17404,5082,2,2023-12-19,2023-12-23
17405,5083,6,2023-09-28,2023-10-02
17406,5084,3,2023-06-24,2023-06-26
17407,5084,3,2023-08-18,2023-08-19
17408,5084,3,2023-06-26,2023-06-27
17409,5085,8,2023-12-23,2023-12-28
17410,5086,1,2023-05-24,2023-05-26
17411,5086,1,2023-07-10,2023-07-11
17412,5086,1,2023-04-01,2023-04-02
17413,5087,2,2023-03-06,2023-03-09
17414,5088,4,2023-03-06,2023-03-08
17415,5088,4,2023-07-13,2023-07-15
17416,5088,4,2023-05-25,2023-05-26
17417,5089,5,2023-12-26,2023-12-26
17418,5089,5,2023-06-24,2023-06-24
17419,5089,5,2023-01-19,2023-01-19
17420,5089,5,2023-05-27,2023-05-27
17421,5089,5,2023-06-12,2023-06-12
17422,5089,5,2023-12-21,2023-12-21
17423,5089,5,2023-11-15,2023-11-15
17424,5089,5,2023-04-04,2023-04-04
17425,5090,7,2023-11-09,2023-11-10
17426,5090,7,2023-08-15,2023-08-17
17427,5090,7,2023-07-01,2023-07-03
17428,5091,3,2023-11-17,2023-11-21
17429,5092,6,2023-03-09,2023-03-11
17430,5092,6,2023-06-17,2023-06-18
17431,5093,8,2023-11-25,2023-11-25
17432,5093,8,2023-07-09,2023-07-09
17433,5093,8,2023-02-21,2023-02-21
17434,5093,8,2023-08-21,2023-08-21
17435,5093,8,2023-10-08,2023-10-08
17436,5093,8,2023-10-20,2023-10-20
17437,5093,8,2023-07-20,2023-07-20
17438,5093,8,2023-08-20,2023-08-20
17439,5093,8,2023-04-22,2023-04-22
17440,5093,8,2023-11-08,2023-11-08
17441,5093,8,2023-10-25,2023-10-25
17442,5093,8,2023-04-08,2023-04-08
17443,5093,8,2023-09-07,2023-09-07
17444,5094,4,2023-04-18,2023-04-20
17445,5094,4,2023-12-26,2023-12-28
17446,5095,6,2023-09-05,2023-09-11
17447,5096,3,2023-08-07,2023-08-12
17448,5097,2,2023-07-12,2023-07-18
17449,5098,4,2023-06-02,2023-06-06
17450,5099,1,2023-11-20,2023-11-20
17451,5099,1,2023-12-21,2023-12-21
17452,5099,1,2023-10-08,2023-10-08
17453,5099,1,2023-08-18,2023-08-18
17454,5099,1,2023-08-08,2023-08-08
17455,5099,1,2023-12-21,2023-12-21
17456,5099,1,2023-06-05,2023-06-05
17457,5099,1,2023-02-19,2023-02-19
17458,5099,1,2023-10-17,2023-10-17
17459,5099,1,2023-01-13,2023-01-13
17460,5099,1,2023-09-09,2023-09-09
17461,5099,1,2023-10-13,2023-10-13
17462,5100,7,2023-11-07,2023-11-07
17463,5100,7,2023-04-10,2023-04-10
17464,5100,7,2023-03-20,2023-03-20
17465,5100,7,2023-10-24,2023-10-24
17466,5100,7,2023-06-02,2023-06-02
17467,5101,4,2023-12-05,2023-12-11
17468,5102,8,2023-07-06,2023-07-12
17469,5103,8,2023-07-15,2023-07-18
17470,5104,2,2023-12-15,2023-12-15
17471,5104,2,2023-09-28,2023-09-28
17472,5104,2,2023-07-15,2023-07-15
17473,5104,2,2023-11-23,2023-11-23
17474,5104,2,2023-04-23,2023-04-23
17475,5104,2,2023-10-16,2023-10-16
17476,5104,2,2023-02-18,2023-02-18
17477,5104,2,2023-02-20,2023-02-20
17478,5104,2,2023-01-12,2023-01-12
17479,5104,2,2023-11-19,2023-11-19
17480,5104,2,2023-08-09,2023-08-09
17481,5104,2,2023-07-17,2023-07-17
17482,5105,8,2023-12-16,2023-12-17
17483,5105,8,2023-05-02,2023-05-03
17484,5106,8,2023-01-23,2023-01-24
17485,5106,8,2023-04-08,2023-04-10
17486,5106,8,2023-03-09,2023-03-10
17487,5107,4,2023-09-18,2023-09-20
17488,5107,4,2023-05-25,2023-05-26
17489,5107,4,2023-10-04,2023-10-06
17490,5108,7,2023-05-01,2023-05-03
17491,5108,7,2023-07-08,2023-07-09
17492,5108,7,2023-06-16,2023-06-17
17493,5109,4,2023-07-28,2023-08-01
17494,5110,2,2023-06-16,2023-06-20
17495,5111,6,2023-08-05,2023-08-07
17496,5111,6,2023-09-22,2023-09-24
17497,5112,4,2023-10-26,2023-10-27
17498,5112,4,2023-10-17,2023-10-19
17499,5112,4,2023-07-14,2023-07-15
17500,5113,5,2023-11-26,2023-11-30
17501,5114,8,2023-06-03,2023-06-08
17502,5115,7,2023-05-17,2023-05-22
17503,5116,5,2023-04-27,2023-04-28
17504,5116,5,2023-05-26,2023-05-28
17505,5116,5,2023-06-08,2023-06-10
17506,5117,4,2023-11-15,2023-11-17
17507,5117,6,2023-08-05,2023-08-07
17508,5117,5,2023-03-06,2023-03-07
17509,5118,2,2023-12-14,2023-12-14
17510,5118,2,2023-05-28,2023-05-28
17511,5118,2,2023-07-24,2023-07-24
17512,5118,2,2023-11-03,2023-11-03
17513,5118,2,2023-06-08,2023-06-08
17514,5118,2,2023-04-02,2023-04-02
17515,5118,2,2023-01-05,2023-01-05
17516,5119,3,2023-08-25,2023-08-31
17517,5120,8,2023-07-26,2023-07-31
17518,5121,7,2023-12-19,2023-12-25
17519,5122,3,2023-06-08,2023-06-09
17520,5122,3,2023-09-13,2023-09-15
17521,5123,1,2023-02-05,2023-02-06
17522,5123,1,2023-01-16,2023-01-18
17523,5124,4,2023-10-22,2023-10-23
17524,5124,4,2023-02-12,2023-02-13
17525,5124,4,2023-06-17,2023-06-18
17526,5125,4,2023-10-22,2023-10-27
17527,5126,3,2023-06-14,2023-06-15
17528,5126,3,2023-06-06,2023-06-08
17529,5127,5,2023-03-05,2023-03-05
17530,5127,5,2023-02-10,2023-02-10
17531,5127,5,2023-12-18,2023-12-18
17532,5127,5,2023-10-10,2023-10-10
17533,5127,5,2023-05-25,2023-05-25
17534,5127,5,2023-02-07,2023-02-07
17535,5127,5,2023-10-26,2023-10-26
17536,5127,5,2023-10-19,2023-10-19
17537,5128,6,2023-11-03,2023-11-03
17538,5128,6,2023-08-13,2023-08-13
17539,5128,6,2023-10-20,2023-10-20
17540,5128,6,2023-04-07,2023-04-07
17541,5128,6,2023-01-08,2023-01-08
17542,5128,6,2023-09-03,2023-09-03
17543,5128,6,2023-06-14,2023-06-14
17544,5128,6,2023-10-11,2023-10-11
17545,5128,6,2023-10-02,2023-10-02
17546,5128,6,2023-08-01,2023-08-01
17547,5129,2,2023-12-22,2023-12-22
17548,5129,2,2023-11-25,2023-11-25
17549,5129,2,2023-07-20,2023-07-20
17550,5129,2,2023-06-23,2023-06-23
17551,5129,2,2023-02-01,2023-02-01
17552,5129,2,2023-07-27,2023-07-27
17553,5129,2,2023-04-14,2023-04-14
17554,5129,2,2023-02-21,2023-02-21
17555,5129,2,2023-02-26,2023-02-26
17556,5129,2,2023-03-17,2023-03-17
17557,5130,3,2023-04-01,2023-04-03
17558,5130,3,2023-11-13,2023-11-14
17559,5130,3,2023-10-26,2023-10-27
17560,5131,5,2023-04-27,2023-04-27
17561,5131,5,2023-09-05,2023-09-05
17562,5131,5,2023-02-09,2023-02-09
17563,5131,5,2023-06-05,2023-06-05
17564,5131,5,2023-09-15,2023-09-15
17565,5131,5,2023-09-19,2023-09-19
17566,5131,5,2023-10-25,2023-10-25
17567,5131,5,2023-10-19,2023-10-19
17568,5131,5,2023-07-05,2023-07-05
17569,5131,5,2023-09-19,2023-09-19
17570,5131,5,2023-04-01,2023-04-01
17571,5131,5,2023-11-06,2023-11-06
17572,5131,5,2023-09-10,2023-09-10
17573,5131,5,2023-01-12,2023-01-12
17574,5132,6,2023-06-02,2023-06-06
17575,5133,6,2023-01-18,2023-01-23
17576,5134,2,2023-03-21,2023-03-25
17577,5135,5,2023-09-03,2023-09-04
17578,5135,4,2023-09-09,2023-09-11
17579,5135,3,2023-05-01,2023-05-03
17580,5136,3,2023-04-18,2023-04-18
17581,5136,3,2023-07-12,2023-07-12
17582,5136,3,2023-05-15,2023-05-15
17583,5136,3,2023-02-20,2023-02-20
17584,5136,3,2023-03-16,2023-03-16
17585,5136,3,2023-11-28,2023-11-28
17586,5136,3,2023-01-22,2023-01-22
17587,5136,3,2023-06-09,2023-06-09
17588,5136,3,2023-09-15,2023-09-15
17589,5136,3,2023-05-17,2023-05-17
17590,5136,3,2023-08-02,2023-08-02
17591,5136,3,2023-06-13,2023-06-13
17592,5136,3,2023-07-05,2023-07-05
17593,5136,3,2023-04-01,2023-04-01
17594,5137,7,2023-01-19,2023-01-22
17595,5138,6,2023-02-05,2023-02-07
17596,5138,6,2023-11-25,2023-11-27
17597,5138,6,2023-12-08,2023-12-09
17598,5139,7,2023-06-01,2023-06-02
17599,5139,4,2023-06-20,2023-06-22
17600,5139,1,2023-01-27,2023-01-29
17601,5140,8,2023-06-21,2023-06-21
17602,5140,8,2023-06-23,2023-06-23
17603,5140,8,2023-08-14,2023-08-14
17604,5140,8,2023-06-16,2023-06-16
17605,5140,8,2023-09-19,2023-09-19
17606,5140,8,2023-04-27,2023-04-27
17607,5140,8,2023-08-19,2023-08-19
17608,5140,8,2023-12-08,2023-12-08
17609,5140,8,2023-10-04,2023-10-04
17610,5140,8,2023-10-10,2023-10-10
17611,5140,8,2023-08-09,2023-08-09
17612,5140,8,2023-04-15,2023-04-15
17613,5140,8,2023-03-19,2023-03-19
17614,5141,1,2023-10-24,2023-10-25
17615,5141,7,2023-07-26,2023-07-28
17616,5142,4,2023-10-04,2023-10-04
17617,5142,4,2023-01-05,2023-01-05
17618,5142,4,2023-08-14,2023-08-14
17619,5142,4,2023-05-16,2023-05-16
17620,5142,4,2023-02-25,2023-02-25
17621,5143,3,2023-11-21,2023-11-26
17622,5144,7,2023-02-03,2023-02-07
17623,5145,7,2023-08-15,2023-08-16
17624,5145,2,2023-04-21,2023-04-23
17625,5146,4,2023-01-20,2023-01-23
17626,5147,7,2023-05-12,2023-05-16
17627,5148,7,2023-01-07,2023-01-08
17628,5148,7,2023-05-13,2023-05-15
17629,5149,3,2023-05-21,2023-05-22
17630,5149,3,2023-03-26,2023-03-27
17631,5150,8,2023-01-24,2023-01-26
17632,5150,4,2023-11-11,2023-11-13
17633,5150,7,2023-09-02,2023-09-04
17634,5151,2,2023-06-18,2023-06-21
17635,5152,6,2023-06-28,2023-06-29
17636,5152,6,2023-01-03,2023-01-04
17637,5152,6,2023-06-09,2023-06-11
17638,5153,7,2023-12-24,2023-12-28
17639,5154,6,2023-02-18,2023-02-23
17640,5155,8,2023-10-24,2023-10-26
17641,5155,7,2023-02-26,2023-02-28
17642,5156,2,2023-06-22,2023-06-27
17643,5157,5,2023-07-14,2023-07-17
17644,5158,3,2023-02-02,2023-02-04
17645,5158,3,2023-01-28,2023-01-30
17646,5159,7,2023-03-13,2023-03-19
17647,5160,5,2023-07-18,2023-07-18
17648,5160,5,2023-09-12,2023-09-12
17649,5160,5,2023-05-28,2023-05-28
17650,5160,5,2023-06-22,2023-06-22
17651,5160,5,2023-06-08,2023-06-08
17652,5160,5,2023-11-22,2023-11-22
17653,5160,5,2023-07-08,2023-07-08
17654,5160,5,2023-08-26,2023-08-26
17655,5160,5,2023-08-14,2023-08-14
17656,5160,5,2023-07-12,2023-07-12
17657,5160,5,2023-10-20,2023-10-20
17658,5161,6,2023-03-08,2023-03-09
17659,5161,6,2023-09-04,2023-09-05
17660,5161,6,2023-07-06,2023-07-07
17661,5162,3,2023-07-14,2023-07-14
17662,5162,3,2023-05-17,2023-05-17
17663,5162,3,2023-05-20,2023-05-20
17664,5162,3,2023-11-04,2023-11-04
17665,5162,3,2023-09-21,2023-09-21
17666,5162,3,2023-07-04,2023-07-04
17667,5162,3,2023-05-13,2023-05-13
17668,5163,7,2023-04-13,2023-04-17
17669,5164,7,2023-11-12,2023-11-14
17670,5164,2,2023-02-21,2023-02-22
17671,5165,1,2023-04-12,2023-04-16
17672,5166,7,2023-02-27,2023-02-27
17673,5166,7,2023-02-15,2023-02-15
17674,5166,7,2023-01-06,2023-01-06
17675,5166,7,2023-08-17,2023-08-17
17676,5166,7,2023-05-16,2023-05-16
17677,5166,7,2023-04-10,2023-04-10
17678,5166,7,2023-05-15,2023-05-15
17679,5166,7,2023-10-26,2023-10-26
17680,5166,7,2023-04-15,2023-04-15
17681,5166,7,2023-03-24,2023-03-24
17682,5166,7,2023-03-08,2023-03-08
17683,5167,2,2023-07-03,2023-07-06
17684,5168,3,2023-03-12,2023-03-18
17685,5169,5,2023-09-11,2023-09-11
17686,5169,5,2023-11-17,2023-11-17
17687,5169,5,2023-05-22,2023-05-22
17688,5169,5,2023-04-04,2023-04-04
17689,5169,5,2023-04-21,2023-04-21
17690,5169,5,2023-12-25,2023-12-25
17691,5169,5,2023-06-23,2023-06-23
17692,5169,5,2023-11-22,2023-11-22
17693,5169,5,2023-08-10,2023-08-10
17694,5169,5,2023-01-17,2023-01-17
17695,5169,5,2023-08-10,2023-08-10
17696,5169,5,2023-08-09,2023-08-09
17697,5169,5,2023-01-28,2023-01-28
17698,5170,3,2023-08-05,2023-08-11
17699,5171,8,2023-08-12,2023-08-18
17700,5172,6,2023-08-19,2023-08-25
17701,5173,1,2023-04-24,2023-04-26
17702,5173,1,2023-05-09,2023-05-10
17703,5174,3,2023-02-17,2023-02-21
17704,5175,8,2023-02-19,2023-02-21
17705,5175,8,2023-11-05,2023-11-07
17706,5176,8,2023-03-17,2023-03-22
17707,5177,1,2023-07-28,2023-07-29
17708,5177,1,2023-02-22,2023-02-24
17709,5177,1,2023-08-02,2023-08-04
17710,5178,7,2023-04-08,2023-04-10
17711,5178,7,2023-08-23,2023-08-24
17712,5178,7,2023-06-27,2023-06-29
17713,5179,4,2023-07-22,2023-07-23
17714,5179,1,2023-02-13,2023-02-14
17715,5180,7,2023-08-14,2023-08-15
17716,5180,7,2023-09-09,2023-09-11
17717,5180,7,2023-01-24,2023-01-26
17718,5181,4,2023-02-21,2023-02-24
17719,5182,6,2023-01-20,2023-01-26
17720,5183,5,2023-10-12,2023-10-15
17721,5184,6,2023-10-12,2023-10-13
17722,5184,6,2023-02-09,2023-02-11
17723,5184,6,2023-10-28,2023-10-30
17724,5185,4,2023-03-20,2023-03-22
17725,5185,1,2023-07-14,2023-07-15
17726,5185,7,2023-12-03,2023-12-05
17727,5186,1,2023-01-18,2023-01-18
17728,5186,1,2023-05-08,2023-05-08
17729,5186,1,2023-09-17,2023-09-17
17730,5186,1,2023-02-13,2023-02-13
17731,5186,1,2023-09-10,2023-09-10
17732,5186,1,2023-09-05,2023-09-05
17733,5186,1,2023-08-23,2023-08-23
17734,5186,1,2023-03-07,2023-03-07
17735,5186,1,2023-11-01,2023-11-01
17736,5186,1,2023-10-20,2023-10-20
17737,5186,1,2023-01-15,2023-01-15
17738,5186,1,2023-01-26,2023-01-26
17739,5186,1,2023-05-24,2023-05-24
17740,5187,4,2023-06-01,2023-06-07
17741,5188,6,2023-01-09,2023-01-10
17742,5188,6,2023-06-23,2023-06-24
17743,5189,4,2023-01-06,2023-01-07
17744,5189,2,2023-08-21,2023-08-22
17745,5190,4,2023-04-26,2023-04-27
17746,5190,4,2023-08-08,2023-08-09
17747,5190,4,2023-07-20,2023-07-22
17748,5191,5,2023-01-09,2023-01-09
17749,5191,5,2023-04-05,2023-04-05
17750,5191,5,2023-11-13,2023-11-13
17751,5191,5,2023-01-11,2023-01-11
17752,5191,5,2023-10-02,2023-10-02
17753,5191,5,2023-05-15,2023-05-15
17754,5191,5,2023-04-12,2023-04-12
17755,5191,5,2023-04-11,2023-04-11
17756,5191,5,2023-03-06,2023-03-06
17757,5191,5,2023-07-25,2023-07-25
17758,5192,1,2023-04-02,2023-04-07
17759,5193,8,2023-04-25,2023-04-30
17760,5194,3,2023-03-14,2023-03-16
17761,5194,5,2023-01-21,2023-01-22
17762,5194,4,2023-07-27,2023-07-28
17763,5195,8,2023-03-15,2023-03-18
17764,5196,6,2023-02-09,2023-02-14
17765,5197,3,2023-07-10,2023-07-14
17766,5198,2,2023-12-07,2023-12-10
17767,5199,8,2023-06-10,2023-06-12
17768,5199,8,2023-03-14,2023-03-16
17769,5199,2,2023-01-02,2023-01-04
17770,5200,5,2023-11-19,2023-11-25
17771,5201,8,2023-04-12,2023-04-13
17772,5201,8,2023-08-20,2023-08-21
17773,5202,8,2023-09-19,2023-09-21
17774,5202,8,2023-03-05,2023-03-07
17775,5203,3,2023-08-12,2023-08-13
17776,5203,5,2023-07-12,2023-07-14
17777,5203,5,2023-06-04,2023-06-06
17778,5204,5,2023-09-28,2023-09-28
17779,5204,5,2023-09-22,2023-09-22
17780,5204,5,2023-10-22,2023-10-22
17781,5204,5,2023-06-14,2023-06-14
17782,5204,5,2023-04-18,2023-04-18
17783,5204,5,2023-04-14,2023-04-14
17784,5204,5,2023-08-14,2023-08-14
17785,5205,1,2023-08-02,2023-08-08
17786,5206,8,2023-02-24,2023-02-24
17787,5206,8,2023-01-03,2023-01-03
17788,5206,8,2023-03-05,2023-03-05
17789,5206,8,2023-11-03,2023-11-03
17790,5206,8,2023-04-08,2023-04-08
17791,5206,8,2023-11-25,2023-11-25
17792,5206,8,2023-12-17,2023-12-17
17793,5206,8,2023-08-12,2023-08-12
17794,5207,6,2023-05-24,2023-05-26
17795,5207,6,2023-09-07,2023-09-08
17796,5208,1,2023-09-17,2023-09-19
17797,5208,1,2023-12-21,2023-12-23
17798,5208,1,2023-04-20,2023-04-22
17799,5209,2,2023-05-07,2023-05-08
17800,5209,2,2023-01-20,2023-01-21
17801,5209,2,2023-04-11,2023-04-13
17802,5210,3,2023-11-10,2023-11-12
17803,5210,4,2023-07-14,2023-07-15
17804,5211,7,2023-07-18,2023-07-18
17805,5211,7,2023-12-19,2023-12-19
17806,5211,7,2023-11-19,2023-11-19
17807,5211,7,2023-12-24,2023-12-24
17808,5211,7,2023-03-24,2023-03-24
17809,5212,7,2023-08-04,2023-08-04
17810,5212,7,2023-06-16,2023-06-16
17811,5212,7,2023-06-14,2023-06-14
17812,5212,7,2023-02-01,2023-02-01
17813,5212,7,2023-09-02,2023-09-02
17814,5212,7,2023-11-03,2023-11-03
17815,5212,7,2023-01-26,2023-01-26
17816,5212,7,2023-04-27,2023-04-27
17817,5212,7,2023-01-06,2023-01-06
17818,5213,3,2023-04-19,2023-04-23
17819,5214,2,2023-03-04,2023-03-09
17820,5215,5,2023-06-09,2023-06-10
17821,5215,5,2023-02-09,2023-02-10
17822,5215,5,2023-03-06,2023-03-07
17823,5216,3,2023-04-21,2023-04-21
17824,5216,3,2023-03-14,2023-03-14
17825,5216,3,2023-12-24,2023-12-24
17826,5216,3,2023-03-04,2023-03-04
17827,5216,3,2023-05-09,2023-05-09
17828,5216,3,2023-06-07,2023-06-07
17829,5216,3,2023-08-04,2023-08-04
17830,5216,3,2023-06-21,2023-06-21
17831,5216,3,2023-01-09,2023-01-09
17832,5216,3,2023-06-04,2023-06-04
17833,5216,3,2023-10-13,2023-10-13
17834,5217,8,2023-08-16,2023-08-22
17835,5218,7,2023-03-14,2023-03-15
17836,5218,1,2023-09-10,2023-09-11
17837,5219,4,2023-05-14,2023-05-15
17838,5219,3,2023-10-22,2023-10-23
17839,5220,7,2023-04-03,2023-04-04
17840,5220,5,2023-01-28,2023-01-29
17841,5221,3,2023-04-23,2023-04-25
17842,5221,3,2023-09-04,2023-09-05
17843,5221,3,2023-06-10,2023-06-12
17844,5222,8,2023-03-21,2023-03-23
17845,5222,6,2023-07-01,2023-07-02
17846,5222,4,2023-03-07,2023-03-09
17847,5223,5,2023-07-10,2023-07-10
17848,5223,5,2023-01-22,2023-01-22
17849,5223,5,2023-10-08,2023-10-08
17850,5223,5,2023-01-20,2023-01-20
17851,5223,5,2023-10-25,2023-10-25
17852,5223,5,2023-10-18,2023-10-18
17853,5223,5,2023-07-17,2023-07-17
17854,5223,5,2023-10-03,2023-10-03
17855,5223,5,2023-10-24,2023-10-24
17856,5223,5,2023-06-01,2023-06-01
17857,5224,8,2023-10-19,2023-10-21
17858,5224,8,2023-04-22,2023-04-24
17859,5224,8,2023-09-04,2023-09-06
17860,5225,3,2023-02-06,2023-02-08
17861,5225,3,2023-04-22,2023-04-24
17862,5226,3,2023-11-01,2023-11-04
17863,5227,7,2023-06-04,2023-06-05
17864,5227,7,2023-08-28,2023-08-30
17865,5228,2,2023-07-07,2023-07-12
17866,5229,5,2023-04-07,2023-04-13
17867,5230,1,2023-10-20,2023-10-22
17868,5230,1,2023-07-14,2023-07-15
17869,5231,8,2023-02-13,2023-02-15
17870,5231,8,2023-03-03,2023-03-05
17871,5231,8,2023-01-23,2023-01-25
17872,5232,3,2023-07-24,2023-07-26
17873,5232,4,2023-06-22,2023-06-23
17874,5232,7,2023-05-24,2023-05-26
17875,5233,7,2023-06-12,2023-06-16
17876,5234,6,2023-08-11,2023-08-13
17877,5234,8,2023-10-14,2023-10-15
17878,5234,7,2023-01-18,2023-01-19
17879,5235,7,2023-03-07,2023-03-09
17880,5235,3,2023-02-09,2023-02-11
17881,5235,3,2023-10-09,2023-10-10
17882,5236,6,2023-09-14,2023-09-15
17883,5236,6,2023-01-14,2023-01-15
17884,5236,6,2023-03-21,2023-03-22
17885,5237,2,2023-09-02,2023-09-05
17886,5238,3,2023-05-24,2023-05-25
17887,5238,3,2023-02-10,2023-02-11
17888,5238,3,2023-01-12,2023-01-14
17889,5239,3,2023-09-12,2023-09-12
17890,5239,3,2023-01-22,2023-01-22
17891,5239,3,2023-02-23,2023-02-23
17892,5239,3,2023-04-22,2023-04-22
17893,5239,3,2023-05-16,2023-05-16
17894,5240,7,2023-04-26,2023-05-01
17895,5241,2,2023-03-06,2023-03-12
17896,5242,2,2023-05-23,2023-05-25
17897,5242,2,2023-04-23,2023-04-25
17898,5242,2,2023-10-24,2023-10-25
17899,5243,8,2023-12-13,2023-12-15
17900,5243,8,2023-01-28,2023-01-30
17901,5244,8,2023-02-15,2023-02-16
17902,5244,8,2023-05-23,2023-05-25
17903,5244,8,2023-11-09,2023-11-10
17904,5245,6,2023-07-17,2023-07-19
17905,5245,7,2023-11-11,2023-11-12
17906,5246,6,2023-07-17,2023-07-21
17907,5247,8,2023-02-18,2023-02-22
17908,5248,6,2023-05-26,2023-05-29
17909,5249,5,2023-05-06,2023-05-12
17910,5250,5,2023-10-25,2023-10-27
17911,5250,5,2023-08-19,2023-08-20
17912,5251,4,2023-11-08,2023-11-11
17913,5252,6,2023-02-27,2023-02-27
17914,5252,6,2023-11-11,2023-11-11
17915,5252,6,2023-10-03,2023-10-03
17916,5252,6,2023-02-16,2023-02-16
17917,5252,6,2023-06-21,2023-06-21
17918,5252,6,2023-04-08,2023-04-08
17919,5252,6,2023-02-15,2023-02-15
17920,5252,6,2023-01-05,2023-01-05
17921,5252,6,2023-11-28,2023-11-28
17922,5252,6,2023-06-07,2023-06-07
17923,5253,7,2023-08-20,2023-08-20
17924,5253,7,2023-08-01,2023-08-01
17925,5253,7,2023-09-13,2023-09-13
17926,5253,7,2023-01-10,2023-01-10
17927,5253,7,2023-11-08,2023-11-08
17928,5253,7,2023-08-25,2023-08-25
17929,5253,7,2023-08-12,2023-08-12
17930,5253,7,2023-09-15,2023-09-15
17931,5254,5,2023-06-07,2023-06-07
17932,5254,5,2023-08-03,2023-08-03
17933,5254,5,2023-08-05,2023-08-05
17934,5254,5,2023-01-22,2023-01-22
17935,5254,5,2023-02-11,2023-02-11
17936,5254,5,2023-04-08,2023-04-08
17937,5254,5,2023-04-01,2023-04-01
17938,5255,3,2023-04-28,2023-04-28
17939,5255,3,2023-03-11,2023-03-11
17940,5255,3,2023-07-19,2023-07-19
17941,5255,3,2023-07-09,2023-07-09
17942,5255,3,2023-08-25,2023-08-25
17943,5256,3,2023-02-12,2023-02-13
17944,5256,3,2023-02-20,2023-02-21
17945,5256,3,2023-07-17,2023-07-18
17946,5257,5,2023-10-10,2023-10-10
17947,5257,5,2023-09-25,2023-09-25
17948,5257,5,2023-12-10,2023-12-10
17949,5257,5,2023-03-05,2023-03-05
17950,5257,5,2023-07-21,2023-07-21
17951,5257,5,2023-07-07,2023-07-07
17952,5257,5,2023-02-12,2023-02-12
17953,5257,5,2023-05-07,2023-05-07
17954,5258,5,2023-10-01,2023-10-04
17955,5259,5,2023-11-10,2023-11-14
17956,5260,6,2023-07-21,2023-07-22
17957,5260,6,2023-06-07,2023-06-08
17958,5261,3,2023-02-07,2023-02-13
17959,5262,3,2023-05-14,2023-05-14
17960,5262,3,2023-12-07,2023-12-07
17961,5262,3,2023-06-03,2023-06-03
17962,5262,3,2023-12-10,2023-12-10
17963,5262,3,2023-06-06,2023-06-06
17964,5262,3,2023-03-17,2023-03-17
17965,5262,3,2023-11-05,2023-11-05
17966,5262,3,2023-04-05,2023-04-05
17967,5262,3,2023-06-22,2023-06-22
17968,5262,3,2023-04-27,2023-04-27
17969,5262,3,2023-05-17,2023-05-17
17970,5263,5,2023-08-11,2023-08-12
17971,5263,4,2023-09-08,2023-09-10
17972,5263,8,2023-11-08,2023-11-09
17973,5264,5,2023-11-13,2023-11-14
17974,5264,5,2023-05-01,2023-05-02
17975,5264,5,2023-07-10,2023-07-12
17976,5265,4,2023-12-26,2023-12-29
17977,5266,5,2023-05-09,2023-05-11
17978,5266,5,2023-08-17,2023-08-19
17979,5267,7,2023-08-11,2023-08-15
17980,5268,7,2023-02-13,2023-02-13
17981,5268,7,2023-04-05,2023-04-05
17982,5268,7,2023-08-21,2023-08-21
17983,5268,7,2023-01-07,2023-01-07
17984,5268,7,2023-11-09,2023-11-09
17985,5269,3,2023-01-22,2023-01-25
17986,5270,5,2023-07-10,2023-07-11
17987,5270,5,2023-03-15,2023-03-17
17988,5270,5,2023-03-24,2023-03-26
17989,5271,2,2023-07-09,2023-07-12
17990,5272,4,2023-07-16,2023-07-21
17991,5273,4,2023-07-20,2023-07-22
17992,5273,6,2023-09-14,2023-09-16
17993,5273,8,2023-12-07,2023-12-09
17994,5274,2,2023-12-08,2023-12-11
17995,5275,8,2023-09-24,2023-09-25
17996,5275,8,2023-12-18,2023-12-19
17997,5276,8,2023-01-06,2023-01-10
17998,5277,4,2023-08-04,2023-08-10
17999,5278,7,2023-08-12,2023-08-13
18000,5278,3,2023-07-04,2023-07-06
18001,5278,3,2023-07-24,2023-07-26
18002,5279,5,2023-10-11,2023-10-14
